time,UV,sample
0.6701675418854713,0.0,sample 1
0.6801700425106276,0.0,sample 1
0.6901725431357839,0.0,sample 1
0.7001750437609402,0.0,sample 1
0.7101775443860965,0.0,sample 1
0.7201800450112528,0.0,sample 1
0.730182545636409,0.0,sample 1
0.7401850462615653,0.0,sample 1
0.7501875468867216,0.0,sample 1
0.7601900475118779,0.0,sample 1
0.7701925481370342,0.0,sample 1
0.7801950487621905,0.0,sample 1
0.7901975493873468,0.0,sample 1
0.800200050012503,0.0,sample 1
0.8102025506376594,0.0,sample 1
0.8202050512628157,0.0,sample 1
0.830207551887972,0.0,sample 1
0.8402100525131283,0.0,sample 1
0.8502125531382846,0.0,sample 1
0.8602150537634409,0.0,sample 1
0.8702175543885972,0.0,sample 1
0.8802200550137534,0.0,sample 1
0.8902225556389097,0.0,sample 1
0.900225056264066,0.0,sample 1
0.9102275568892223,0.0,sample 1
0.9202300575143786,0.0,sample 1
0.9302325581395349,0.0,sample 1
0.9402350587646912,0.0,sample 1
0.9502375593898474,0.0,sample 1
0.9602400600150037,0.0,sample 1
0.97024256064016,0.0,sample 1
0.9802450612653163,0.0,sample 1
0.9902475618904726,0.0,sample 1
1.000250062515629,0.0,sample 1
1.0102525631407853,0.0,sample 1
1.0202550637659416,0.0,sample 1
1.0302575643910978,0.0,sample 1
1.0402600650162541,0.0,sample 1
1.0502625656414104,0.0,sample 1
1.0602650662665667,0.0,sample 1
1.070267566891723,0.0,sample 1
1.0802700675168793,0.0,sample 1
1.0902725681420355,0.0,sample 1
1.1002750687671918,0.0,sample 1
1.1102775693923481,0.0,sample 1
1.1202800700175044,0.0,sample 1
1.1302825706426607,0.0,sample 1
1.140285071267817,0.0,sample 1
1.1502875718929733,0.0,sample 1
1.1602900725181295,0.0,sample 1
1.1702925731432858,0.0,sample 1
1.1802950737684421,0.0,sample 1
1.1902975743935984,0.0,sample 1
1.2003000750187547,0.0,sample 1
1.210302575643911,0.0,sample 1
1.2203050762690673,0.0,sample 1
1.2303075768942235,0.0,sample 1
1.2403100775193798,0.0,sample 1
1.2503125781445361,0.0,sample 1
1.2603150787696924,0.0,sample 1
1.2703175793948487,0.0,sample 1
1.280320080020005,0.0,sample 1
1.2903225806451613,0.0,sample 1
1.3003250812703175,0.0,sample 1
1.3103275818954738,0.0,sample 1
1.32033008252063,0.0,sample 1
1.3303325831457864,0.0,sample 1
1.3403350837709427,0.0,sample 1
1.350337584396099,0.0,sample 1
1.3603400850212553,0.0,sample 1
1.3703425856464115,0.0,sample 1
1.3803450862715678,0.0,sample 1
1.390347586896724,0.0,sample 1
1.4003500875218804,0.0,sample 1
1.4103525881470367,0.0,sample 1
1.420355088772193,0.0,sample 1
1.4303575893973492,0.0,sample 1
1.4403600900225055,0.0,sample 1
1.4503625906476618,0.0,sample 1
1.460365091272818,0.0,sample 1
1.4703675918979744,0.0,sample 1
1.4803700925231307,0.0,sample 1
1.490372593148287,0.0,sample 1
1.5003750937734432,0.0,sample 1
1.5103775943985995,0.0,sample 1
1.5203800950237558,0.0,sample 1
1.530382595648912,0.0,sample 1
1.5403850962740684,0.0,sample 1
1.5503875968992247,0.0,sample 1
1.560390097524381,0.0,sample 1
1.5703925981495372,0.0,sample 1
1.5803950987746935,0.0,sample 1
1.5903975993998498,0.0,sample 1
1.600400100025006,0.0,sample 1
1.6104026006501626,0.0,sample 1
1.620405101275319,0.0,sample 1
1.6304076019004752,0.0,sample 1
1.6404101025256315,0.0,sample 1
1.6504126031507877,0.0,sample 1
1.660415103775944,0.0,sample 1
1.6704176044011003,0.0,sample 1
1.6804201050262566,0.0,sample 1
1.690422605651413,0.0,sample 1
1.7004251062765692,0.0,sample 1
1.7104276069017255,0.0,sample 1
1.7204301075268817,0.0,sample 1
1.730432608152038,0.0,sample 1
1.7404351087771943,0.0,sample 1
1.7504376094023506,0.0,sample 1
1.7604401100275069,0.0,sample 1
1.7704426106526632,0.0,sample 1
1.7804451112778195,0.0,sample 1
1.7904476119029757,0.0,sample 1
1.800450112528132,0.0,sample 1
1.8104526131532883,0.0,sample 1
1.8204551137784446,0.0,sample 1
1.8304576144036009,0.0,sample 1
1.8404601150287572,0.0,sample 1
1.8504626156539135,0.0,sample 1
1.8604651162790697,0.0,sample 1
1.870467616904226,0.0,sample 1
1.8804701175293823,0.0,sample 1
1.8904726181545386,0.0,sample 1
1.9004751187796949,0.0,sample 1
1.9104776194048512,0.0,sample 1
1.9204801200300075,0.0,sample 1
1.9304826206551637,0.0,sample 1
1.94048512128032,0.0,sample 1
1.9504876219054763,0.0,sample 1
1.9604901225306326,0.0,sample 1
1.9704926231557889,0.0,sample 1
1.9804951237809452,0.0,sample 1
1.9904976244061015,0.0,sample 1
2.000500125031258,0.0,sample 1
2.010502625656414,0.0,sample 1
2.0205051262815705,0.0,sample 1
2.0305076269067266,0.0,sample 1
2.040510127531883,0.0,sample 1
2.050512628157039,0.0,sample 1
2.0605151287821957,0.0,sample 1
2.0705176294073517,0.0,sample 1
2.0805201300325082,0.0,sample 1
2.0905226306576643,0.0,sample 1
2.100525131282821,0.0,sample 1
2.110527631907977,0.0,sample 1
2.1205301325331334,0.0,sample 1
2.1305326331582894,0.0,sample 1
2.140535133783446,0.0,sample 1
2.150537634408602,0.0,sample 1
2.1605401350337585,0.0,sample 1
2.1705426356589146,0.0,sample 1
2.180545136284071,0.0,sample 1
2.190547636909227,0.0,sample 1
2.2005501375343837,0.0,sample 1
2.2105526381595397,0.0,sample 1
2.2205551387846962,0.0,sample 1
2.2305576394098523,0.0,sample 1
2.240560140035009,0.0,sample 1
2.250562640660165,0.0,sample 1
2.2605651412853214,0.0,sample 1
2.2705676419104774,0.0,sample 1
2.280570142535634,0.0,sample 1
2.29057264316079,0.0,sample 1
2.3005751437859465,0.0,sample 1
2.3105776444111026,0.0,sample 1
2.320580145036259,0.0,sample 1
2.330582645661415,0.0,sample 1
2.3405851462865717,0.0,sample 1
2.3505876469117277,0.0,sample 1
2.3605901475368842,0.0,sample 1
2.3705926481620403,0.0,sample 1
2.380595148787197,0.0,sample 1
2.390597649412353,0.0,sample 1
2.4006001500375094,0.0,sample 1
2.4106026506626654,0.0,sample 1
2.420605151287822,0.0,sample 1
2.430607651912978,0.0,sample 1
2.4406101525381345,0.0,sample 1
2.4506126531632906,0.0,sample 1
2.460615153788447,0.0,sample 1
2.470617654413603,0.0,sample 1
2.4806201550387597,0.0,sample 1
2.4906226556639157,0.0,sample 1
2.5006251562890722,0.0,sample 1
2.5106276569142283,0.0,sample 1
2.520630157539385,0.0,sample 1
2.530632658164541,0.0,sample 1
2.5406351587896974,0.0,sample 1
2.5506376594148534,0.0,sample 1
2.56064016004001,0.0,sample 1
2.5706426606651664,0.0,sample 1
2.5806451612903225,0.0,sample 1
2.590647661915479,0.0,sample 1
2.600650162540635,0.0,sample 1
2.6106526631657916,0.0,sample 1
2.6206551637909477,0.0,sample 1
2.630657664416104,0.0,sample 1
2.64066016504126,0.0,sample 1
2.6506626656664167,0.0,sample 1
2.660665166291573,0.0,sample 1
2.6706676669167293,0.0,sample 1
2.6806701675418854,0.0,sample 1
2.690672668167042,0.0,sample 1
2.700675168792198,0.0,sample 1
2.7106776694173544,0.0,sample 1
2.7206801700425105,0.0,sample 1
2.730682670667667,0.0,sample 1
2.740685171292823,0.0,sample 1
2.7506876719179796,0.0,sample 1
2.7606901725431356,0.0,sample 1
2.770692673168292,0.0,sample 1
2.780695173793448,0.0,sample 1
2.7906976744186047,0.0,sample 1
2.800700175043761,0.0,sample 1
2.8107026756689173,0.0,sample 1
2.8207051762940734,0.0,sample 1
2.83070767691923,0.0,sample 1
2.840710177544386,0.0,sample 1
2.8507126781695424,0.0,sample 1
2.8607151787946985,0.0,sample 1
2.870717679419855,0.0,sample 1
2.880720180045011,0.0,sample 1
2.8907226806701676,0.0,sample 1
2.9007251812953236,0.0,sample 1
2.91072768192048,0.0,sample 1
2.920730182545636,0.0,sample 1
2.9307326831707927,0.0,sample 1
2.940735183795949,0.0,sample 1
2.9507376844211053,0.0,sample 1
2.9607401850462614,0.0,sample 1
2.970742685671418,0.0,sample 1
2.980745186296574,0.0,sample 1
2.9907476869217304,0.0,sample 1
3.0007501875468865,0.0,sample 1
3.010752688172043,0.0,sample 1
3.020755188797199,0.0,sample 1
3.0307576894223556,0.0,sample 1
3.0407601900475116,0.0,sample 1
3.050762690672668,0.0,sample 1
3.060765191297824,0.0,sample 1
3.0707676919229807,0.0,sample 1
3.0807701925481368,0.0,sample 1
3.0907726931732933,0.0,sample 1
3.1007751937984493,0.0,sample 1
3.110777694423606,0.0,sample 1
3.120780195048762,0.0,sample 1
3.1307826956739184,0.0,sample 1
3.1407851962990745,0.0,sample 1
3.150787696924231,0.0,sample 1
3.160790197549387,0.0,sample 1
3.1707926981745436,0.0,sample 1
3.1807951987996996,0.0,sample 1
3.190797699424856,0.0,sample 1
3.200800200050012,0.0,sample 1
3.2108027006751687,0.0,sample 1
3.220805201300325,0.0,sample 1
3.2308077019254813,0.0,sample 1
3.240810202550638,0.0,sample 1
3.250812703175794,0.0,sample 1
3.2608152038009504,0.0,sample 1
3.2708177044261064,0.0,sample 1
3.280820205051263,0.0,sample 1
3.290822705676419,0.0,sample 1
3.3008252063015755,0.0,sample 1
3.3108277069267316,0.0,sample 1
3.320830207551888,0.0,sample 1
3.330832708177044,0.0,sample 1
3.3408352088022006,0.0,sample 1
3.3508377094273567,0.0,sample 1
3.360840210052513,0.0,sample 1
3.3708427106776693,0.0,sample 1
3.380845211302826,0.0,sample 1
3.390847711927982,0.0,sample 1
3.4008502125531384,0.0,sample 1
3.4108527131782944,0.0,sample 1
3.420855213803451,0.0,sample 1
3.430857714428607,0.0,sample 1
3.4408602150537635,0.0,sample 1
3.4508627156789196,0.0,sample 1
3.460865216304076,0.0,sample 1
3.470867716929232,0.0,sample 1
3.4808702175543886,0.0,sample 1
3.4908727181795447,0.0,sample 1
3.500875218804701,0.0,sample 1
3.5108777194298573,0.0,sample 1
3.5208802200550138,0.0,sample 1
3.53088272068017,0.0,sample 1
3.5408852213053263,0.0,sample 1
3.5508877219304824,0.0,sample 1
3.560890222555639,0.0,sample 1
3.570892723180795,0.0,sample 1
3.5808952238059515,0.0,sample 1
3.5908977244311076,0.0,sample 1
3.600900225056264,0.0,sample 1
3.61090272568142,0.0,sample 1
3.6209052263065766,0.0,sample 1
3.6309077269317327,0.0,sample 1
3.640910227556889,0.0,sample 1
3.6509127281820453,0.0,sample 1
3.6609152288072018,0.0,sample 1
3.670917729432358,0.0,sample 1
3.6809202300575143,0.0,sample 1
3.6909227306826704,0.0,sample 1
3.700925231307827,0.0,sample 1
3.710927731932983,0.0,sample 1
3.7209302325581395,0.0,sample 1
3.7309327331832955,0.0,sample 1
3.740935233808452,0.0,sample 1
3.750937734433608,0.0,sample 1
3.7609402350587646,0.0,sample 1
3.7709427356839207,0.0,sample 1
3.780945236309077,0.0,sample 1
3.7909477369342333,0.0,sample 1
3.8009502375593898,0.0,sample 1
3.810952738184546,0.0,sample 1
3.8209552388097023,0.0,sample 1
3.8309577394348584,0.0,sample 1
3.840960240060015,0.0,sample 1
3.8509627406851714,0.0,sample 1
3.8609652413103275,0.0,sample 1
3.870967741935484,0.0,sample 1
3.88097024256064,0.0,sample 1
3.8909727431857966,0.0,sample 1
3.9009752438109526,0.0,sample 1
3.910977744436109,0.0,sample 1
3.920980245061265,0.0,sample 1
3.9309827456864217,0.0,sample 1
3.9409852463115778,0.0,sample 1
3.9509877469367343,0.0,sample 1
3.9609902475618903,0.0,sample 1
3.970992748187047,0.0,sample 1
3.980995248812203,0.0,sample 1
3.9909977494373594,0.0,sample 1
4.001000250062516,0.0,sample 1
4.0110027506876715,0.0,sample 1
4.021005251312828,0.0,sample 1
4.0310077519379846,0.0,sample 1
4.041010252563141,0.0,sample 1
4.051012753188297,0.0,sample 1
4.061015253813453,0.0,sample 1
4.07101775443861,0.0,sample 1
4.081020255063766,0.0,sample 1
4.091022755688922,0.0,sample 1
4.101025256314078,0.0,sample 1
4.111027756939235,0.0,sample 1
4.121030257564391,0.0,sample 1
4.131032758189547,0.0,sample 1
4.1410352588147035,0.0,sample 1
4.15103775943986,0.0,sample 1
4.1610402600650165,0.0,sample 1
4.171042760690172,0.0,sample 1
4.181045261315329,0.0,sample 1
4.191047761940485,0.0,sample 1
4.201050262565642,0.0,sample 1
4.211052763190797,0.0,sample 1
4.221055263815954,0.0,sample 1
4.23105776444111,0.0,sample 1
4.241060265066267,0.0,sample 1
4.251062765691422,0.0,sample 1
4.261065266316579,0.0,sample 1
4.271067766941735,0.0,sample 1
4.281070267566892,0.0,sample 1
4.2910727681920475,0.0,sample 1
4.301075268817204,0.0,sample 1
4.3110777694423605,0.0,sample 1
4.321080270067517,0.0,sample 1
4.331082770692673,0.0,sample 1
4.341085271317829,0.0,sample 1
4.351087771942986,0.0,sample 1
4.361090272568142,0.0,sample 1
4.371092773193298,0.0,sample 1
4.381095273818454,0.0,sample 1
4.391097774443611,0.0,sample 1
4.401100275068767,0.0,sample 1
4.411102775693923,0.0,sample 1
4.4211052763190795,0.0,sample 1
4.431107776944236,0.0,sample 1
4.4411102775693925,0.0,sample 1
4.451112778194548,0.0,sample 1
4.461115278819705,0.0,sample 1
4.471117779444861,0.0,sample 1
4.481120280070018,0.0,sample 1
4.491122780695174,0.0,sample 1
4.50112528132033,0.0,sample 1
4.511127781945486,0.0,sample 1
4.521130282570643,0.0,sample 1
4.531132783195799,0.0,sample 1
4.541135283820955,0.0,sample 1
4.551137784446111,0.0,sample 1
4.561140285071268,0.0,sample 1
4.571142785696424,0.0,sample 1
4.58114528632158,0.0,sample 1
4.5911477869467365,0.0,sample 1
4.601150287571893,0.0,sample 1
4.6111527881970495,0.0,sample 1
4.621155288822205,0.0,sample 1
4.631157789447362,0.0,sample 1
4.641160290072518,0.0,sample 1
4.651162790697675,0.0,sample 1
4.66116529132283,0.0,sample 1
4.671167791947987,0.0,sample 1
4.681170292573143,0.0,sample 1
4.6911727931983,0.0,sample 1
4.7011752938234554,0.0,sample 1
4.711177794448612,0.0,sample 1
4.7211802950737685,0.0,sample 1
4.731182795698925,0.0,sample 1
4.741185296324081,0.0,sample 1
4.751187796949237,0.0,sample 1
4.761190297574394,0.0,sample 1
4.77119279819955,0.0,sample 1
4.781195298824706,0.0,sample 1
4.791197799449862,0.0,sample 1
4.801200300075019,0.0,sample 1
4.811202800700175,0.0,sample 1
4.821205301325331,0.0,sample 1
4.831207801950487,0.0,sample 1
4.841210302575644,0.0,sample 1
4.8512128032008,0.0,sample 1
4.861215303825956,0.0,sample 1
4.8712178044511125,0.0,sample 1
4.881220305076269,0.0,sample 1
4.8912228057014255,0.0,sample 1
4.901225306326581,0.0,sample 1
4.911227806951738,0.0,sample 1
4.921230307576894,0.0,sample 1
4.931232808202051,0.0,sample 1
4.941235308827206,0.0,sample 1
4.951237809452363,0.0,sample 1
4.961240310077519,0.0,sample 1
4.971242810702676,0.0,sample 1
4.981245311327831,0.0,sample 1
4.991247811952988,0.0,sample 1
5.0012503125781445,0.0,sample 1
5.011252813203301,0.0,sample 1
5.021255313828457,0.0,sample 1
5.031257814453613,0.0,sample 1
5.04126031507877,0.0,sample 1
5.051262815703926,0.0,sample 1
5.061265316329082,0.0,sample 1
5.071267816954238,0.0,sample 1
5.081270317579395,0.0,sample 1
5.091272818204551,0.0,sample 1
5.101275318829707,0.0,sample 1
5.111277819454863,0.0,sample 1
5.12128032008002,0.0,sample 1
5.131282820705176,0.0,sample 1
5.141285321330333,0.0,sample 1
5.1512878219554885,0.0,sample 1
5.161290322580645,0.0,sample 1
5.1712928232058015,0.0,sample 1
5.181295323830958,0.0,sample 1
5.191297824456114,0.0,sample 1
5.20130032508127,0.0,sample 1
5.211302825706427,0.0,sample 1
5.221305326331583,0.0,sample 1
5.231307826956739,0.0,sample 1
5.241310327581895,0.0,sample 1
5.251312828207052,0.0,sample 1
5.261315328832208,0.0,sample 1
5.271317829457364,0.0,sample 1
5.28132033008252,0.0,sample 1
5.291322830707677,0.0,sample 1
5.3013253313328335,0.0,sample 1
5.311327831957989,0.0,sample 1
5.321330332583146,0.0,sample 1
5.331332833208302,0.0,sample 1
5.341335333833459,0.0,sample 1
5.351337834458614,0.0,sample 1
5.361340335083771,0.0,sample 1
5.371342835708927,0.0,sample 1
5.381345336334084,0.0,sample 1
5.391347836959239,0.0,sample 1
5.401350337584396,0.0,sample 1
5.411352838209552,0.0,sample 1
5.421355338834709,0.0,sample 1
5.4313578394598645,2.964394e-318,sample 1
5.441360340085021,9.881313e-318,sample 1
5.4513628407101775,3.656086e-317,sample 1
5.461365341335334,1.35373987e-316,sample 1
5.47136784196049,4.84184333e-316,sample 1
5.481370342585646,1.742075467e-315,sample 1
5.491372843210803,6.247954157e-315,sample 1
5.501375343835959,2.2394019463e-314,sample 1
5.511377844461115,8.015029346e-314,sample 1
5.521380345086271,2.86570920295e-313,sample 1
5.531382845711428,1.02345006844e-312,sample 1
5.541385346336584,3.651059155344e-312,sample 1
5.55138784696174,1.3010359109005e-311,sample 1
5.561390347586896,4.631023541901e-311,sample 1
5.571392848212053,1.64657778534703e-310,sample 1
5.5813953488372094,5.84796842257906e-310,sample 1
5.591397849462365,2.07465226863081e-309,sample 1
5.601400350087522,7.351960051258247e-309,sample 1
5.611402850712678,2.602426593839579e-308,sample 1
5.621405351337835,9.201769827296332e-308,sample 1
5.63140785196299,3.2499881015417558e-307,sample 1
5.641410352588147,1.1465941058750935e-306,sample 1
5.651412853213303,4.040686605550058e-306,sample 1
5.66141535383846,1.422388265399521e-305,sample 1
5.671417854463615,5.00148169560638e-305,sample 1
5.681420355088772,1.756696505859757e-304,sample 1
5.691422855713928,6.16328602034371e-304,sample 1
5.701425356339085,2.1599586618355763e-303,sample 1
5.7114278569642405,7.561293376918157e-303,sample 1
5.721430357589397,2.644017171633146e-302,sample 1
5.7314328582145535,9.23527830290912e-302,sample 1
5.74143535883971,3.222205520877364e-301,sample 1
5.751437859464866,1.1229851729568239e-300,sample 1
5.761440360090022,3.9094201062843905e-300,sample 1
5.771442860715179,1.3594655230113897e-299,sample 1
5.781445361340335,4.722169700542329e-299,sample 1
5.791447861965492,1.6384474598404756e-298,sample 1
5.801450362590647,5.678596181420089e-298,sample 1
5.811452863215804,1.965925205119288e-297,sample 1
5.82145536384096,6.798459805128433e-297,sample 1
5.831457864466117,2.3483975402107724e-296,sample 1
5.841460365091272,8.103082101021598e-296,sample 1
5.851462865716429,2.792842225489849e-295,sample 1
5.861465366341585,9.615239489157727e-295,sample 1
5.871467866966742,3.306673775356951e-294,sample 1
5.881470367591898,1.135900101866576e-293,sample 1
5.891472868217054,3.897682584585269e-293,sample 1
5.901475368842211,1.335950423561367e-292,sample 1
5.911477869467367,4.5739536486080685e-292,sample 1
5.921480370092523,1.5642664147278002e-291,sample 1
5.931482870717679,5.343763481489914e-291,sample 1
5.941485371342836,1.82348115805291e-290,sample 1
5.951487871967992,6.215454316600941e-290,sample 1
5.961490372593148,2.1162258945452153e-289,sample 1
5.971492873218304,7.19728527702222e-289,sample 1
5.981495373843461,2.4450793505765208e-288,sample 1
5.991497874468617,8.297260920805885e-288,sample 1
6.001500375093773,2.812510070017222e-287,sample 1
6.0115028757189295,9.522938389435904e-287,sample 1
6.021505376344086,3.220812280817846e-286,sample 1
6.0315078769692425,1.0881215297866175e-285,sample 1
6.041510377594398,3.6720361240738484e-285,sample 1
6.051512878219555,1.2378101476684087e-284,sample 1
6.061515378844711,4.167913387192152e-284,sample 1
6.071517879469868,1.4018478679055494e-283,sample 1
6.081520380095023,4.70978020001953e-283,sample 1
6.09152288072018,1.5805853359018373e-282,sample 1
6.101525381345336,5.2984984606911034e-282,sample 1
6.111527881970493,1.7742108570172793e-281,sample 1
6.121530382595648,5.934378042339415e-281,sample 1
6.131532883220805,1.9827261877162972e-280,sample 1
6.141535383845961,6.617102077064293e-280,sample 1
6.151537884471118,2.2059236868297316e-279,sample 1
6.1615403850962736,7.345657804428338e-279,sample 1
6.17154288572143,2.443365635694371e-278,sample 1
6.181545386346587,8.118275593212915e-278,sample 1
6.191547886971743,2.6943665617153205e-277,sample 1
6.201550387596899,8.93237878341915e-277,sample 1
6.211552888222055,2.9579793974582255e-276,sample 1
6.221555388847212,9.784546939667114e-276,sample 1
6.231557889472368,3.232986273789908e-275,sample 1
6.241560390097524,1.0670494948359203e-274,sample 1
6.25156289072268,3.517894678475951e-274,sample 1
6.261565391347837,1.158507012557501e-273,sample 1
6.271567891972993,3.8109396108036445e-273,sample 1
6.281570392598149,1.2522269130043153e-272,sample 1
6.2915728932233055,4.110092228517258e-272,sample 1
6.301575393848462,1.3475276001541213e-271,sample 1
6.3115778944736185,4.413075318470489e-271,sample 1
6.321580395098774,1.443652207904327e-270,sample 1
6.331582895723931,4.717385730772042e-270,sample 1
6.341585396349087,1.5397767911563012e-269,sample 1
6.351587896974244,5.020323703464963e-269,sample 1
6.361590397599399,1.635020657635359e-268,sample 1
6.371592898224556,5.319028778169897e-268,sample 1
6.381595398849712,1.7284587090488066e-267,sample 1
6.391597899474869,5.610521774777856e-267,sample 1
6.401600400100024,1.8191355868388452e-266,sample 1
6.411602900725181,5.891752064349833e-266,sample 1
6.421605401350337,1.9060813471173832e-265,sample 1
6.431607901975494,6.159649163626602e-265,sample 1
6.44161040260065,1.988328324335133e-264,sample 1
6.451612903225806,6.411177481436355e-264,sample 1
6.461615403850963,2.06492878685456e-263,sample 1
6.471617904476119,6.643392886033781e-263,sample 1
6.481620405101276,2.1349729426899244e-262,sample 1
6.491622905726431,6.853499641426576e-262,sample 1
6.501625406351588,2.197606822541697e-261,sample 1
6.511627906976744,7.038906186480967e-261,sample 1
6.521630407601901,2.2520495518977404e-260,sample 1
6.531632908227056,7.197278208568973e-260,sample 1
6.541635408852213,2.2976095255590686e-259,sample 1
6.551637909477369,7.326587496178718e-259,sample 1
6.561640410102526,2.3336990171017794e-258,sample 1
6.5716429107276815,7.42515514302812e-258,sample 1
6.581645411352838,2.3598467922053653e-257,sample 1
6.5916479119779945,7.491687817904318e-257,sample 1
6.601650412603151,2.3757083475885595e-256,sample 1
6.611652913228307,7.525306005055509e-256,sample 1
6.621655413853463,2.3810734645556625e-255,sample 1
6.63165791447862,7.525563353168097e-255,sample 1
6.641660415103776,2.3758708456583343e-254,sample 1
6.651662915728932,7.492456537891454e-254,sample 1
6.661665416354088,2.360169691499224e-253,sample 1
6.671667916979245,7.426425333256436e-253,sample 1
6.681670417604401,2.3341781689189636e-252,sample 1
6.691672918229557,7.32834288980767e-252,sample 1
6.701675418854713,2.2982388179885106e-251,sample 1
6.71167791947987,7.199496519992881e-251,sample 1
6.721680420105026,2.2528210394537024e-250,sample 1
6.731682920730182,7.041559581758927e-250,sample 1
6.7416854213553385,2.1985108929680112e-249,sample 1
6.751687921980495,6.856555318908344e-249,sample 1
6.761690422605652,2.1359985160257567e-248,sample 1
6.771692923230807,6.646813750209293e-248,sample 1
6.781695423855964,2.066063541020055e-247,sample 1
6.79169792448112,6.414922890705758e-247,sample 1
6.801700425106277,1.9895589408150594e-246,sample 1
6.811702925731432,6.163675730987186e-246,sample 1
6.821705426356589,1.90739376993044e-245,sample 1
6.831707926981745,5.896014489001174e-245,sample 1
6.841710427606902,1.8205152877728058e-244,sample 1
6.8517129282320575,5.614973682537423e-244,sample 1
6.861715428857214,1.7298909522396338e-243,sample 1
6.8717179294823705,5.323623549124169e-243,sample 1
6.881720430107527,1.6364907568360369e-242,sample 1
6.891722930732683,5.0250152665795305e-242,sample 1
6.901725431357839,1.541270353565729e-241,sample 1
6.911727931982996,4.7221293070789014e-241,sample 1
6.921730432608152,1.4451553591116673e-240,sample 1
6.931732933233308,4.4178280968913106e-240,sample 1
6.941735433858464,1.3490271855798005e-239,sample 1
6.951737934483621,4.114813961183947e-239,sample 1
6.961740435108777,1.2537106721857283e-238,sample 1
6.971742935733933,3.815593117886703e-238,sample 1
6.981745436359089,1.1599637236043078e-237,sample 1
6.991747936984246,3.5224462557346186e-237,sample 1
7.001750437609402,1.0684690874619459e-236,sample 1
7.011752938234558,3.2374059993842545e-236,sample 1
7.0217554388597145,9.798283304765871e-236,sample 1
7.031757939484871,2.9622413376791008e-235,sample 1
7.0417604401100276,8.945580029674045e-235,sample 1
7.051762940735184,2.698448878258392e-234,sample 1
7.06176544136034,8.130879171506146e-234,sample 1
7.071767941985496,2.4472505997412713e-233,sample 1
7.081770442610653,7.357614079886555e-233,sample 1
7.091772943235809,2.2095976074175623e-232,sample 1
7.101775443860965,6.628373977784916e-232,sample 1
7.111777944486121,1.9861792637424045e-231,sample 1
7.121780445111278,5.944940483078991e-231,sample 1
7.131782945736434,1.7774369635291815e-230,sample 1
7.14178544636159,5.3083375767333815e-230,sample 1
7.1517879469867465,1.5835817562289185e-229,sample 1
7.161790447611903,4.718892428623711e-229,sample 1
7.1717929482370595,1.4046149835918213e-228,sample 1
7.181795448862215,4.1763044345863964e-228,sample 1
7.191797949487372,1.2403510981631743e-227,sample 1
7.201800450112528,3.679719855279163e-227,sample 1
7.211802950737685,1.0904418534261e-226,sample 1
7.22180545136284,3.227809567790969e-226,sample 1
7.231807951987997,9.544011060588186e-226,sample 1
7.241810452613153,2.818847630819426e-225,sample 1
7.25181295323831,8.316295400294602e-225,sample 1
