time,UV,sample,condition
1.0102525631407853,0.0,sample 1,condition 1
1.0202550637659416,0.0,sample 1,condition 1
1.0302575643910978,0.0,sample 1,condition 1
1.0402600650162541,0.0,sample 1,condition 1
1.0502625656414104,0.0,sample 1,condition 1
1.0602650662665667,0.0,sample 1,condition 1
1.070267566891723,0.0,sample 1,condition 1
1.0802700675168793,0.0,sample 1,condition 1
1.0902725681420355,0.0,sample 1,condition 1
1.1002750687671918,0.0,sample 1,condition 1
1.1102775693923481,0.0,sample 1,condition 1
1.1202800700175044,0.0,sample 1,condition 1
1.1302825706426607,0.0,sample 1,condition 1
1.140285071267817,0.0,sample 1,condition 1
1.1502875718929733,0.0,sample 1,condition 1
1.1602900725181295,0.0,sample 1,condition 1
1.1702925731432858,0.0,sample 1,condition 1
1.1802950737684421,0.0,sample 1,condition 1
1.1902975743935984,0.0,sample 1,condition 1
1.2003000750187547,0.0,sample 1,condition 1
1.210302575643911,0.0,sample 1,condition 1
1.2203050762690673,0.0,sample 1,condition 1
1.2303075768942235,0.0,sample 1,condition 1
1.2403100775193798,0.0,sample 1,condition 1
1.2503125781445361,0.0,sample 1,condition 1
1.2603150787696924,0.0,sample 1,condition 1
1.2703175793948487,0.0,sample 1,condition 1
1.280320080020005,0.0,sample 1,condition 1
1.2903225806451613,0.0,sample 1,condition 1
1.3003250812703175,0.0,sample 1,condition 1
1.3103275818954738,0.0,sample 1,condition 1
1.32033008252063,0.0,sample 1,condition 1
1.3303325831457864,0.0,sample 1,condition 1
1.3403350837709427,0.0,sample 1,condition 1
1.350337584396099,0.0,sample 1,condition 1
1.3603400850212553,0.0,sample 1,condition 1
1.3703425856464115,0.0,sample 1,condition 1
1.3803450862715678,0.0,sample 1,condition 1
1.390347586896724,0.0,sample 1,condition 1
1.4003500875218804,0.0,sample 1,condition 1
1.4103525881470367,0.0,sample 1,condition 1
1.420355088772193,0.0,sample 1,condition 1
1.4303575893973492,0.0,sample 1,condition 1
1.4403600900225055,0.0,sample 1,condition 1
1.4503625906476618,0.0,sample 1,condition 1
1.460365091272818,0.0,sample 1,condition 1
1.4703675918979744,0.0,sample 1,condition 1
1.4803700925231307,0.0,sample 1,condition 1
1.490372593148287,0.0,sample 1,condition 1
1.5003750937734432,0.0,sample 1,condition 1
1.5103775943985995,0.0,sample 1,condition 1
1.5203800950237558,0.0,sample 1,condition 1
1.530382595648912,0.0,sample 1,condition 1
1.5403850962740684,0.0,sample 1,condition 1
1.5503875968992247,0.0,sample 1,condition 1
1.560390097524381,0.0,sample 1,condition 1
1.5703925981495372,0.0,sample 1,condition 1
1.5803950987746935,0.0,sample 1,condition 1
1.5903975993998498,0.0,sample 1,condition 1
1.600400100025006,0.0,sample 1,condition 1
1.6104026006501626,0.0,sample 1,condition 1
1.620405101275319,0.0,sample 1,condition 1
1.6304076019004752,0.0,sample 1,condition 1
1.6404101025256315,0.0,sample 1,condition 1
1.6504126031507877,0.0,sample 1,condition 1
1.660415103775944,0.0,sample 1,condition 1
1.6704176044011003,0.0,sample 1,condition 1
1.6804201050262566,0.0,sample 1,condition 1
1.690422605651413,0.0,sample 1,condition 1
1.7004251062765692,0.0,sample 1,condition 1
1.7104276069017255,0.0,sample 1,condition 1
1.7204301075268817,0.0,sample 1,condition 1
1.730432608152038,0.0,sample 1,condition 1
1.7404351087771943,0.0,sample 1,condition 1
1.7504376094023506,0.0,sample 1,condition 1
1.7604401100275069,0.0,sample 1,condition 1
1.7704426106526632,0.0,sample 1,condition 1
1.7804451112778195,0.0,sample 1,condition 1
1.7904476119029757,0.0,sample 1,condition 1
1.800450112528132,0.0,sample 1,condition 1
1.8104526131532883,0.0,sample 1,condition 1
1.8204551137784446,0.0,sample 1,condition 1
1.8304576144036009,0.0,sample 1,condition 1
1.8404601150287572,0.0,sample 1,condition 1
1.8504626156539135,0.0,sample 1,condition 1
1.8604651162790697,0.0,sample 1,condition 1
1.870467616904226,0.0,sample 1,condition 1
1.8804701175293823,0.0,sample 1,condition 1
1.8904726181545386,0.0,sample 1,condition 1
1.9004751187796949,0.0,sample 1,condition 1
1.9104776194048512,0.0,sample 1,condition 1
1.9204801200300075,0.0,sample 1,condition 1
1.9304826206551637,0.0,sample 1,condition 1
1.94048512128032,0.0,sample 1,condition 1
1.9504876219054763,0.0,sample 1,condition 1
1.9604901225306326,0.0,sample 1,condition 1
1.9704926231557889,0.0,sample 1,condition 1
1.9804951237809452,0.0,sample 1,condition 1
1.9904976244061015,0.0,sample 1,condition 1
2.000500125031258,0.0,sample 1,condition 1
2.010502625656414,0.0,sample 1,condition 1
2.0205051262815705,0.0,sample 1,condition 1
2.0305076269067266,0.0,sample 1,condition 1
2.040510127531883,0.0,sample 1,condition 1
2.050512628157039,0.0,sample 1,condition 1
2.0605151287821957,0.0,sample 1,condition 1
2.0705176294073517,0.0,sample 1,condition 1
2.0805201300325082,0.0,sample 1,condition 1
2.0905226306576643,0.0,sample 1,condition 1
2.100525131282821,0.0,sample 1,condition 1
2.110527631907977,0.0,sample 1,condition 1
2.1205301325331334,0.0,sample 1,condition 1
2.1305326331582894,0.0,sample 1,condition 1
2.140535133783446,0.0,sample 1,condition 1
2.150537634408602,0.0,sample 1,condition 1
2.1605401350337585,0.0,sample 1,condition 1
2.1705426356589146,0.0,sample 1,condition 1
2.180545136284071,0.0,sample 1,condition 1
2.190547636909227,0.0,sample 1,condition 1
2.2005501375343837,0.0,sample 1,condition 1
2.2105526381595397,0.0,sample 1,condition 1
2.2205551387846962,0.0,sample 1,condition 1
2.2305576394098523,0.0,sample 1,condition 1
2.240560140035009,0.0,sample 1,condition 1
2.250562640660165,0.0,sample 1,condition 1
2.2605651412853214,0.0,sample 1,condition 1
2.2705676419104774,0.0,sample 1,condition 1
2.280570142535634,0.0,sample 1,condition 1
2.29057264316079,0.0,sample 1,condition 1
2.3005751437859465,0.0,sample 1,condition 1
2.3105776444111026,0.0,sample 1,condition 1
2.320580145036259,0.0,sample 1,condition 1
2.330582645661415,0.0,sample 1,condition 1
2.3405851462865717,0.0,sample 1,condition 1
2.3505876469117277,0.0,sample 1,condition 1
2.3605901475368842,0.0,sample 1,condition 1
2.3705926481620403,0.0,sample 1,condition 1
2.380595148787197,0.0,sample 1,condition 1
2.390597649412353,0.0,sample 1,condition 1
2.4006001500375094,0.0,sample 1,condition 1
2.4106026506626654,0.0,sample 1,condition 1
2.420605151287822,0.0,sample 1,condition 1
2.430607651912978,0.0,sample 1,condition 1
2.4406101525381345,0.0,sample 1,condition 1
2.4506126531632906,0.0,sample 1,condition 1
2.460615153788447,0.0,sample 1,condition 1
2.470617654413603,0.0,sample 1,condition 1
2.4806201550387597,0.0,sample 1,condition 1
2.4906226556639157,0.0,sample 1,condition 1
2.5006251562890722,0.0,sample 1,condition 1
2.5106276569142283,0.0,sample 1,condition 1
2.520630157539385,0.0,sample 1,condition 1
2.530632658164541,0.0,sample 1,condition 1
2.5406351587896974,0.0,sample 1,condition 1
2.5506376594148534,0.0,sample 1,condition 1
2.56064016004001,0.0,sample 1,condition 1
2.5706426606651664,0.0,sample 1,condition 1
2.5806451612903225,0.0,sample 1,condition 1
2.590647661915479,0.0,sample 1,condition 1
2.600650162540635,0.0,sample 1,condition 1
2.6106526631657916,0.0,sample 1,condition 1
2.6206551637909477,0.0,sample 1,condition 1
2.630657664416104,0.0,sample 1,condition 1
2.64066016504126,0.0,sample 1,condition 1
2.6506626656664167,0.0,sample 1,condition 1
2.660665166291573,0.0,sample 1,condition 1
2.6706676669167293,0.0,sample 1,condition 1
2.6806701675418854,0.0,sample 1,condition 1
2.690672668167042,0.0,sample 1,condition 1
2.700675168792198,0.0,sample 1,condition 1
2.7106776694173544,0.0,sample 1,condition 1
2.7206801700425105,0.0,sample 1,condition 1
2.730682670667667,0.0,sample 1,condition 1
2.740685171292823,0.0,sample 1,condition 1
2.7506876719179796,0.0,sample 1,condition 1
2.7606901725431356,0.0,sample 1,condition 1
2.770692673168292,0.0,sample 1,condition 1
2.780695173793448,0.0,sample 1,condition 1
2.7906976744186047,0.0,sample 1,condition 1
2.800700175043761,0.0,sample 1,condition 1
2.8107026756689173,0.0,sample 1,condition 1
2.8207051762940734,0.0,sample 1,condition 1
2.83070767691923,0.0,sample 1,condition 1
2.840710177544386,0.0,sample 1,condition 1
2.8507126781695424,0.0,sample 1,condition 1
2.8607151787946985,0.0,sample 1,condition 1
2.870717679419855,0.0,sample 1,condition 1
2.880720180045011,0.0,sample 1,condition 1
2.8907226806701676,0.0,sample 1,condition 1
2.9007251812953236,0.0,sample 1,condition 1
2.91072768192048,0.0,sample 1,condition 1
2.920730182545636,0.0,sample 1,condition 1
2.9307326831707927,0.0,sample 1,condition 1
2.940735183795949,0.0,sample 1,condition 1
2.9507376844211053,0.0,sample 1,condition 1
2.9607401850462614,0.0,sample 1,condition 1
2.970742685671418,0.0,sample 1,condition 1
2.980745186296574,0.0,sample 1,condition 1
2.9907476869217304,0.0,sample 1,condition 1
3.0007501875468865,0.0,sample 1,condition 1
3.010752688172043,0.0,sample 1,condition 1
3.020755188797199,0.0,sample 1,condition 1
3.0307576894223556,0.0,sample 1,condition 1
3.0407601900475116,0.0,sample 1,condition 1
3.050762690672668,0.0,sample 1,condition 1
3.060765191297824,0.0,sample 1,condition 1
3.0707676919229807,0.0,sample 1,condition 1
3.0807701925481368,0.0,sample 1,condition 1
3.0907726931732933,0.0,sample 1,condition 1
3.1007751937984493,0.0,sample 1,condition 1
3.110777694423606,0.0,sample 1,condition 1
3.120780195048762,0.0,sample 1,condition 1
3.1307826956739184,0.0,sample 1,condition 1
3.1407851962990745,0.0,sample 1,condition 1
3.150787696924231,0.0,sample 1,condition 1
3.160790197549387,0.0,sample 1,condition 1
3.1707926981745436,0.0,sample 1,condition 1
3.1807951987996996,0.0,sample 1,condition 1
3.190797699424856,0.0,sample 1,condition 1
3.200800200050012,0.0,sample 1,condition 1
3.2108027006751687,0.0,sample 1,condition 1
3.220805201300325,0.0,sample 1,condition 1
3.2308077019254813,0.0,sample 1,condition 1
3.240810202550638,0.0,sample 1,condition 1
3.250812703175794,0.0,sample 1,condition 1
3.2608152038009504,0.0,sample 1,condition 1
3.2708177044261064,0.0,sample 1,condition 1
3.280820205051263,0.0,sample 1,condition 1
3.290822705676419,0.0,sample 1,condition 1
3.3008252063015755,0.0,sample 1,condition 1
3.3108277069267316,0.0,sample 1,condition 1
3.320830207551888,0.0,sample 1,condition 1
3.330832708177044,0.0,sample 1,condition 1
3.3408352088022006,0.0,sample 1,condition 1
3.3508377094273567,0.0,sample 1,condition 1
3.360840210052513,0.0,sample 1,condition 1
3.3708427106776693,0.0,sample 1,condition 1
3.380845211302826,0.0,sample 1,condition 1
3.390847711927982,0.0,sample 1,condition 1
3.4008502125531384,0.0,sample 1,condition 1
3.4108527131782944,0.0,sample 1,condition 1
3.420855213803451,0.0,sample 1,condition 1
3.430857714428607,0.0,sample 1,condition 1
3.4408602150537635,0.0,sample 1,condition 1
3.4508627156789196,0.0,sample 1,condition 1
3.460865216304076,0.0,sample 1,condition 1
3.470867716929232,0.0,sample 1,condition 1
3.4808702175543886,0.0,sample 1,condition 1
3.4908727181795447,0.0,sample 1,condition 1
3.500875218804701,0.0,sample 1,condition 1
3.5108777194298573,0.0,sample 1,condition 1
3.5208802200550138,0.0,sample 1,condition 1
3.53088272068017,0.0,sample 1,condition 1
3.5408852213053263,0.0,sample 1,condition 1
3.5508877219304824,0.0,sample 1,condition 1
3.560890222555639,0.0,sample 1,condition 1
3.570892723180795,0.0,sample 1,condition 1
3.5808952238059515,0.0,sample 1,condition 1
3.5908977244311076,0.0,sample 1,condition 1
3.600900225056264,0.0,sample 1,condition 1
3.61090272568142,0.0,sample 1,condition 1
3.6209052263065766,0.0,sample 1,condition 1
3.6309077269317327,0.0,sample 1,condition 1
3.640910227556889,0.0,sample 1,condition 1
3.6509127281820453,0.0,sample 1,condition 1
3.6609152288072018,0.0,sample 1,condition 1
3.670917729432358,0.0,sample 1,condition 1
3.6809202300575143,0.0,sample 1,condition 1
3.6909227306826704,0.0,sample 1,condition 1
3.700925231307827,0.0,sample 1,condition 1
3.710927731932983,0.0,sample 1,condition 1
3.7209302325581395,0.0,sample 1,condition 1
3.7309327331832955,0.0,sample 1,condition 1
3.740935233808452,0.0,sample 1,condition 1
3.750937734433608,0.0,sample 1,condition 1
3.7609402350587646,0.0,sample 1,condition 1
3.7709427356839207,0.0,sample 1,condition 1
3.780945236309077,0.0,sample 1,condition 1
3.7909477369342333,0.0,sample 1,condition 1
3.8009502375593898,0.0,sample 1,condition 1
3.810952738184546,0.0,sample 1,condition 1
3.8209552388097023,0.0,sample 1,condition 1
3.8309577394348584,0.0,sample 1,condition 1
3.840960240060015,0.0,sample 1,condition 1
3.8509627406851714,0.0,sample 1,condition 1
3.8609652413103275,0.0,sample 1,condition 1
3.870967741935484,0.0,sample 1,condition 1
3.88097024256064,0.0,sample 1,condition 1
3.8909727431857966,0.0,sample 1,condition 1
3.9009752438109526,0.0,sample 1,condition 1
3.910977744436109,0.0,sample 1,condition 1
3.920980245061265,0.0,sample 1,condition 1
3.9309827456864217,0.0,sample 1,condition 1
3.9409852463115778,0.0,sample 1,condition 1
3.9509877469367343,0.0,sample 1,condition 1
3.9609902475618903,0.0,sample 1,condition 1
3.970992748187047,0.0,sample 1,condition 1
3.980995248812203,0.0,sample 1,condition 1
3.9909977494373594,0.0,sample 1,condition 1
4.001000250062516,0.0,sample 1,condition 1
4.0110027506876715,0.0,sample 1,condition 1
4.021005251312828,0.0,sample 1,condition 1
4.0310077519379846,0.0,sample 1,condition 1
4.041010252563141,0.0,sample 1,condition 1
4.051012753188297,0.0,sample 1,condition 1
4.061015253813453,0.0,sample 1,condition 1
4.07101775443861,0.0,sample 1,condition 1
4.081020255063766,0.0,sample 1,condition 1
4.091022755688922,0.0,sample 1,condition 1
4.101025256314078,0.0,sample 1,condition 1
4.111027756939235,0.0,sample 1,condition 1
4.121030257564391,0.0,sample 1,condition 1
4.131032758189547,0.0,sample 1,condition 1
4.1410352588147035,0.0,sample 1,condition 1
4.15103775943986,0.0,sample 1,condition 1
4.1610402600650165,0.0,sample 1,condition 1
4.171042760690172,0.0,sample 1,condition 1
4.181045261315329,0.0,sample 1,condition 1
4.191047761940485,0.0,sample 1,condition 1
4.201050262565642,0.0,sample 1,condition 1
4.211052763190797,0.0,sample 1,condition 1
4.221055263815954,0.0,sample 1,condition 1
4.23105776444111,0.0,sample 1,condition 1
4.241060265066267,0.0,sample 1,condition 1
4.251062765691422,0.0,sample 1,condition 1
4.261065266316579,0.0,sample 1,condition 1
4.271067766941735,0.0,sample 1,condition 1
4.281070267566892,0.0,sample 1,condition 1
4.2910727681920475,0.0,sample 1,condition 1
4.301075268817204,0.0,sample 1,condition 1
4.3110777694423605,0.0,sample 1,condition 1
4.321080270067517,0.0,sample 1,condition 1
4.331082770692673,0.0,sample 1,condition 1
4.341085271317829,0.0,sample 1,condition 1
4.351087771942986,0.0,sample 1,condition 1
4.361090272568142,0.0,sample 1,condition 1
4.371092773193298,0.0,sample 1,condition 1
4.381095273818454,0.0,sample 1,condition 1
4.391097774443611,0.0,sample 1,condition 1
4.401100275068767,0.0,sample 1,condition 1
4.411102775693923,0.0,sample 1,condition 1
4.4211052763190795,0.0,sample 1,condition 1
4.431107776944236,1.271991e-317,sample 1,condition 1
4.4411102775693925,4.2399686e-317,sample 1,condition 1
4.451112778194548,1.5687883e-316,sample 1,condition 1
4.461115278819705,5.639158e-316,sample 1,condition 1
4.471117779444861,2.02246495e-315,sample 1,condition 1
4.481120280070018,7.237626143e-315,sample 1,condition 1
4.491122780695174,2.5978286684e-314,sample 1,condition 1
4.50112528132033,9.3067307444e-314,sample 1,condition 1
4.511127781945486,3.33134320993e-313,sample 1,condition 1
4.521130282570643,1.19110465645e-312,sample 1,condition 1
4.531132783195799,4.254015463927e-312,sample 1,condition 1
4.541135283820955,1.5176233546714e-311,sample 1,condition 1
4.551137784446111,5.4081208837025e-311,sample 1,condition 1
4.561140285071268,1.9250683378872e-310,sample 1,condition 1
4.571142785696424,6.8448426723993e-310,sample 1,condition 1
4.58114528632158,2.431074694862794e-309,sample 1,condition 1
4.5911477869467365,8.624832319403295e-309,sample 1,condition 1
4.601150287571893,3.0564728703413184e-308,sample 1,condition 1
4.6111527881970495,1.0819519076456704e-307,sample 1,condition 1
4.621155288822205,3.825717487265569e-307,sample 1,condition 1
4.631157789447362,1.3512489306018402e-306,sample 1,condition 1
4.641160290072518,4.767331576837043e-306,sample 1,condition 1
4.651162790697675,1.6800913034124242e-305,sample 1,condition 1
4.66116529132283,5.914362482905433e-305,sample 1,condition 1
4.671167791947987,2.079699191633462e-304,sample 1,condition 1
4.681170292573143,7.304838832499741e-304,sample 1,condition 1
4.6911727931983,2.5629390916567312e-303,sample 1,condition 1
4.7011752938234554,8.982215367006126e-303,sample 1,condition 1
4.711177794448612,3.1444607277741703e-302,sample 1,condition 1
4.7211802950737685,1.099578954764983e-301,sample 1,condition 1
4.731182795698925,3.840822143110914e-301,sample 1,condition 1
4.741185296324081,1.3401071011475236e-300,sample 1,condition 1
4.751187796949237,4.670596557628975e-300,sample 1,condition 1
4.761190297574394,1.6260082191348565e-299,sample 1,condition 1
4.77119279819955,5.654453721413711e-299,sample 1,condition 1
4.781195298824706,1.964156586900805e-298,sample 1,condition 1
4.791197799449862,6.815207739984454e-298,sample 1,condition 1
4.801200300075019,2.3621073265807892e-297,sample 1,condition 1
4.811202800700175,8.177822745060092e-297,sample 1,condition 1
4.821205301325331,2.82809046700283e-296,sample 1,condition 1
4.831207801950487,9.769367387201512e-296,sample 1,condition 1
4.841210302575644,3.370987374359817e-295,sample 1,condition 1
4.8512128032008,1.1618908997588038e-294,sample 1,condition 1
4.861215303825956,4.000286673879851e-294,sample 1,condition 1
4.8712178044511125,1.3757338466190355e-293,sample 1,condition 1
4.881220305076269,4.726016907786261e-293,sample 1,condition 1
4.8912228057014255,1.621711746985456e-292,sample 1,condition 1
4.901225306326581,5.558653427495316e-292,sample 1,condition 1
4.911227806951738,1.9031940707610243e-291,sample 1,condition 1
4.921230307576894,6.508997415855079e-291,sample 1,condition 1
4.931232808202051,2.2236307300273738e-290,sample 1,condition 1
4.941235308827206,7.588025487912135e-290,sample 1,condition 1
4.951237809452363,2.586499751138842e-289,sample 1,condition 1
4.961240310077519,8.806709031077692e-289,sample 1,condition 1
4.971242810702676,2.995245345003598e-288,sample 1,condition 1
4.981245311327831,1.017580331526557e-287,sample 1,condition 1
4.991247811952988,3.453206540479407e-287,sample 1,condition 1
5.0012503125781445,1.1705607420103398e-286,sample 1,condition 1
5.011252813203301,3.963536888403277e-286,sample 1,condition 1
5.021255313828457,1.3405697171088479e-285,sample 1,condition 1
5.031257814453613,4.529116122906042e-285,sample 1,condition 1
5.04126031507877,1.5284634520997846e-284,sample 1,condition 1
5.051262815703926,5.152455071646208e-284,sample 1,condition 1
5.061265316329082,1.7349658119526456e-283,sample 1,condition 1
5.071267816954238,5.835595524340643e-283,sample 1,condition 1
5.081270317579395,1.960636113682905e-282,sample 1,condition 1
5.091272818204551,6.580007183571435e-282,sample 1,condition 1
5.101275318829707,2.20583636916432e-281,sample 1,condition 1
5.111277819454863,7.38648421501965e-281,sample 1,condition 1
5.12128032008002,2.4706988421073144e-280,sample 1,condition 1
5.131282820705176,8.255044266714759e-280,sample 1,condition 1
5.141285321330333,2.7550948755004174e-279,sample 1,condition 1
5.1512878219554885,9.184833117748524e-279,sample 1,condition 1
5.161290322580645,3.058606025637832e-278,sample 1,condition 1
5.1712928232058015,1.0174038326375683e-277,sample 1,condition 1
5.181295323830958,3.380498589938748e-277,sample 1,condition 1
5.191297824456114,1.1219815356070537e-276,sample 1,condition 1
5.20130032508127,3.71970263215722e-276,sample 1,condition 1
5.211302825706427,1.2318229649888988e-275,sample 1,condition 1
5.221305326331583,4.0747965858149373e-275,sample 1,condition 1
5.231307826956739,1.3464217984463333e-274,sample 1,condition 1
5.241310327581895,4.443998451071734e-274,sample 1,condition 1
5.251312828207052,1.46515721578612e-273,sample 1,condition 1
5.261315328832208,4.825164490110779e-273,sample 1,condition 1
5.271317829457364,1.587294764591029e-272,sample 1,condition 1
5.28132033008252,5.21579617135555e-272,sample 1,condition 1
5.291322830707677,1.711989930420559e-271,sample 1,condition 1
5.3013253313328335,5.613055915695716e-271,sample 1,condition 1
5.311327831957989,1.8382945506690581e-270,sample 1,condition 1
5.321330332583146,6.013791962408714e-270,sample 1,condition 1
5.331332833208302,1.965166131406934e-269,sample 1,condition 1
5.341335333833459,6.414572405285497e-269,sample 1,condition 1
5.351337834458614,2.0914800379585913e-268,sample 1,condition 1
5.361340335083771,6.811728158803811e-268,sample 1,condition 1
5.371342835708927,2.216044435506137e-267,sample 1,condition 1
5.381345336334084,7.2014043102036556e-267,sample 1,condition 1
5.391347836959239,2.3376177591677326e-266,sample 1,condition 1
5.401350337584396,7.579619007791395e-266,sample 1,condition 1
5.411352838209552,2.4549283975289118e-265,sample 1,condition 1
5.421355338834709,7.942328740680613e-265,sample 1,condition 1
5.4313578394598645,2.5666961835174896e-264,sample 1,condition 1
5.441360340085021,8.28549859384779e-264,sample 1,condition 1
5.4513628407101775,2.671655205899301e-263,sample 1,condition 1
5.461365341335334,8.605175826713492e-263,sample 1,condition 1
5.47136784196049,2.768577387243691e-262,sample 1,condition 1
5.481370342585646,8.8975649355526e-262,sample 1,condition 1
5.491372843210803,2.8562962235067003e-261,sample 1,condition 1
5.501375343835959,9.15910222952857e-261,sample 1,condition 1
5.511377844461115,2.933730049230783e-260,sample 1,condition 1
5.521380345086271,9.386527885203386e-260,sample 1,condition 1
5.531382845711428,2.99990418281301e-259,sample 1,condition 1
5.541385346336584,9.576953450094494e-259,sample 1,condition 1
5.55138784696174,3.0539713196794627e-258,sample 1,condition 1
5.561390347586896,9.727922844803041e-258,sample 1,condition 1
5.571392848212053,3.0952295776494256e-257,sample 1,condition 1
5.5813953488372094,9.837465064268609e-257,sample 1,condition 1
5.591397849462365,3.12313765752022e-256,sample 1,condition 1
5.601400350087522,9.904136997772558e-256,sample 1,condition 1
5.611402850712678,3.137326661209122e-255,sample 1,condition 1
5.621405351337835,9.927055067563953e-255,sample 1,condition 1
5.63140785196299,3.137608206755935e-254,sample 1,condition 1
5.641410352588147,9.905914716245261e-254,sample 1,condition 1
5.651412853213303,3.123978590636883e-253,sample 1,condition 1
5.66141535383846,9.840997142288402e-253,sample 1,condition 1
5.671417854463615,3.0966188688352117e-252,sample 1,condition 1
5.681420355088772,9.73316307529038e-252,sample 1,condition 1
5.691422855713928,3.05589085418466e-251,sample 1,condition 1
5.701425356339085,9.583833783686009e-251,sample 1,condition 1
5.7114278569642405,3.002329153664948e-250,sample 1,condition 1
5.721430357589397,9.394959900719459e-250,sample 1,condition 1
5.7314328582145535,2.9366294906762955e-249,sample 1,condition 1
5.74143535883971,9.168979024515862e-249,sample 1,condition 1
5.751437859464866,2.85963366879228e-248,sample 1,condition 1
5.761440360090022,8.90876338047815e-248,sample 1,condition 1
5.771442860715179,2.772311631243102e-247,sample 1,condition 1
